label,,,,,,,,,,
General government,-,36616533.0,-5172500.0,3915028.0,431547.0,-,-26997459.0,-,-26997459.0,-
Public safety,-,114150343.0,-,14535669.0,851742.0,-,-98762932.0,-,-98762932.0,-
Highways and streets,-,17539056.0,72193.0,1666472.0,8837214.0,2194454.0,-4913110.0,-,-4913110.0,-
Health and welfare,-,19734011.0,-,1633130.0,17233054.0,-,-867827.0,-,-867827.0,-
Cuiture and recreation,-,34749031.0,-,2298241.0,215955.0,-,-32234835.0,-,-32234835.0,-
Community development and housing,-,17456443.0,137202.0,5226574.0,7547674.0,-,-4819397.0,-,-4819397.0,-
Economic development,-,4183775.0,-,629397.0,50000.0,-,-3504378.0,-,-3504378.0,-
Interest on long-term debt,-,4778074.0,-,-,-,-,-4778074.0,-,-4778074.0,-
Total governmental activities,-,249107267.0,-4963104.0,29904512.0,35167186.0,2194454.0,-176878011.0,-,-176878011.0,-
Business-type activities:,-,-,-,-,-,-,-,-,-,-
Parking related,-,8482161.0,-,13349457.0,-,-,-,4867296.0,4867296.0,-
Marina operations and maintenance,-,4622717.0,453257.0,6709274.0,99845.0,-,-,1733145.0,1733145.0,-
Sewer services,-,11098488.0,963345.0,14880418.0,-,-,-,2818585.0,2818585.0,-
Clean storm water,-,2632789.0,224633.0,2087827.0,-,-,-,-769596.0,-769596.0,-
Refuse services,-,28864261.0,2075271.0,40529067.0,-,-,-,9589535.0,9589535.0,-
Permit service center,-,13641048.0,1246597.0,15774949.0,-,-,-,887304.0,887304.0,-
Building purchase and management,-,2440891.0,-,2256349.0,-,-,-,-184542.0,-184542.0,-
Total business-type activities,-,71782356.0,4963104.0,95587341.0,9845.0,-,-,18941727.0,18941727.0,-
Total primary government,-,320889623.0,-,125491853.0,35267031.0,2194454.0,-176878011.0,18941727.0,-157936284.0,-
o Component units:,-,-,-,-,-,-,-,-,-,-
W Rent Stabilization,-,4446733.0,-,4299028.0,-,-,-,-,-,-147705.0
Total Component Units '$ 4446733 $ - § 429028 s - s - T,-,-,-,-,-,-,-,-,-,-147705.0
General revenues:,-,-,-,-,-,-,-,-,-,-
Taxes:,-,-,-,-,-,-,-,-,-,-
Property taxes levied for general purposes,-,-,-,-,-,-,80791426.0,-,80791426.0,-
Property taxes levied for debt service,-,-,-,-,-,-,7231134.0,-,7231134.0,-
Property taxes for special purposes:,-,-,-,-,-,-,-,-,-,-
Library,-,-,-,-,-,-,17316575.0,-,17316575.0,-
Parks,-,-,-,-,-,-,11704798.0,-,11704798.0,-
Paramedic,-,-,-,-,-,-,2759600.0,-,2759600.0,-
Fire,-,-,-,-,-,-,4431198.0,-,4431198.0,-
Sales taxes,-,-,-,-,-,-,20577996.0,-,20577996.0,-
Utility users taxes,-,-,-,-,-,-,14186649.0,-,14186649.0,-
Transient occupancy taxes,-,-,-,-,-,-,7879633.0,-,7879633.0,-
Bustness license tax,-,-,-,-,-,-,18773158.0,-,18773158.0,-
Other taxes,-,-,-,-,-,-,3682337.0,-,3582337.0,-
Other unrestricted state subventions,-,-,-,-,-,-,389424.0,-,389424.0,-
Contributions not restricted to specific programs,-,-,-,-,-,-,195733.0,-,195733.0,-
Investment earnings,-,-,-,-,-,-,3415952.0,168021.0,3583873.0,-
Miscellaneous,-,-,-,-,-,-,2169816.0,-,2169816.0,-
Gain on sales of capital assets,-,-,-,-,-,-,71608.0,332.0,71940.0,-
Transfers:,-,-,-,-,-,-,-,-,-,-
Primary government,-,-,-,-,-,-,-74271.0,74271.0,-,-
Total general revenues and transfers,-,-,-,-,-,-,195402766.0,242625.0,195645391.0,-
Changes in Net Position,-,-,-,-,-,-,18524751.0,19184352.0,37709102.0,-147705.0
Net Position--beginning,-,-,-,-,-,-,-117631042.0,123491705.0,5860663.0,-4962148.0
Net Position-~ending,-,-,-,-,-,-,-99106291.0,142676057.0,43569766.0,-5109853.0
The accompanying notes are an integral part of these financial statements.,-,-,-,-,-,-,-,-,-,-
