City of Berkeley,-,-,-,-,-,-,-,-,-,-
Statement of Activities,-,-,-,-,-,-,-,-,-,-
For the Year Ended June,-,-,-,-,302008.0,-,-,-,-,-
Net (Expense) Revenue and,-,-,-,-,-,-,-,-,-,-
Program Revenues Changes in Net Assets,-,-,-,-,-,-,-,-,-,-
Indirect Operating Capital Primary Government Component Units,-,-,-,-,-,-,-,-,-,-
Expenses Charges for Grants and Grants and Govermnmental Business-Type Total Rent Berkeley,-,-,-,-,-,-,-,-,-,-
Functions/Programs Expenses Allocation Services Contributions Contributions Activities Activities Stabilization Housing Authority,-,-,-,-,-,-,-,-,-,-
Primary Government:,-,-,-,-,-,-,-,-,-,-
Governmental activities:,-,-,-,-,-,-,-,-,-,-
(General government,32273337.0,5109485.0,2894176.0,46547.0,-,-24223128.0,-,-24223128.0,-,-
Public safety,81244204.0,-,15301222.0,4182441.0,-,-65460541.0,-,-65460541.0,-,-
Highways and streets,15637111.0,118267.0,1510382.0,3971785.0,9223690.0,-1048511.0,-,-1048511.0,-,-
Health and welfare,28952978.0,-,1007647.0,18045146.0,-,-9900185.0,-,-9900185.0,-,-
Culture and recreation,32870746.0,-,2878087.0,128028.0,-,-29864632.0,-,-29864632.0,-,-
Community development/housing,15209114.0,224798.0,2451135.0,10020803.0,-,-2961879.0,-,-2961875.0,-,-
Economic development,3208496.0,-,714769.0,-,-,-2493727.0,-,-2493727.0,-,-
Interest on iong-term debt,4380468.0,-,-,-,-,-4380468.0,-,-4380468.0,-,-
Total governmentat activities,213776455.0,-4766420.0,26757419.0,32694861.0,9223690.0,-140334066.0,-,-140334066.0,-,-
Business-type activities:,-,-,-,-,-,-,-,-,-,-
Parking related,6741263.0,-,7228080.0,-,-,-,486817.0,486817.0,-,-
Marina operations and maintenance,3866861.0,290553.0,4708412.0,-,-,-,550998.0,550958.0,-,-
Sewer services,468273.0,882834.0,15119555.0,-,-,-,4768449.0,4768449.0,-,-
Clean storm water,2477551.0,226419.0,1950637.0,-,-,-,-753333.0,-753333.0,-,-
Refuse services,27549033.0,2267939.0,29591397.0,-,-,-,-225575.0,-225575.0,-,-
Permit service center,9309311.0,1088675.0,11268021.0,-,-,-,860035.0,860035.0,-,-
Building purchase and management,2919162.0,-,2634594.0,-,-,-,-284568.0,-284568.0,-,-
Total business-type aclivilies,62331454.0,4766420.0,72500696.0,-,-,-,5402822.0,5402822.0,-,-
Total primary govemment,276107910.0,-,992581156.0,32694861.0,9223690.0,-140334066.0,5402822.0,-134931245.0,-,-
Component units:,-,-,-,-,-,-,-,-,-,-
Rent Stabilization,3365335.0,-,3331755.0,-,-,-,-,-,-33580.0,-
Berkeley Housing Authority,22501720.0,-,261785.0,24733765.0,369676.0,-,-,-,-,2563506.0
Total Component Units,25867055.0,-,3593540.0,24733765.0,69676.0,-,-,-,-33580.0,2563506.0
(General revenues:,-,-,-,-,-,-,-,-,-,-
Taxes:,-,-,-,-,-,-,-,-,-,-
Property taxes levied for general purposes,-,-,-,-,-,51184853.0,-,51184853.0,-,-
Property taxes ievied for debt service,-,-,-,-,-,7240292.0,-,7240292.0,-,-
Property taxes for special purposes:,-,-,-,-,-,-,-,-,-,-
Library,-,-,-,-,-,13025265.0,-,13025265.0,-,-
Parks,-,-,-,-,-,8294518.0,-,8294518.0,-,-
Paramedic,-,-,-,-,-,2212258.0,-,2212258.0,-,-
Sales taxes,-,-,-,-,-,15310010.0,-,15310010.0,-,-
Utility users taxes,-,-,-,-,-,15310885.0,-,16310885.0,-,-
Transient occupancy taxes,-,-,-,-,-,3588753.0,-,3688753.0,-,-
Business license tax,-,-,-,-,-,13562868.0,-,13562868.0,-,-
Other taxes,-,-,-,-,-,2989006.0,-,2999006.0,-,-
Unrestricted motor vehicle fees,-,-,-,-,-,8040640.0,-,8040640.0,-,-
Other unrestricted state subventions,-,-,-,-,-,369556.0,-,369556.0,-,-
Contributions not restricted to specific programs,-,-,-,-,-,565457.0,-,565457.0,-,-
Investment eamings,-,-,-,-,-,7385655.0,1340949.0,8726604.0,-,652223.0
Miscellaneous,-,-,-,-,-,2868810.0,-,2868810.0,-,-
Gain on sales of capital assets,-,-,-,-,-,1882.0,11171.0,13053.0,-,-
Transfers:,-,-,-,-,-,-,-,-,-,-
Primary government,-,-,-,-,-,-1193832.0,1193932.0,-,-,-
Total general revenues special items and transfers,-,-,-,-,-,150766785.0,2546052.0,153312837.0,-,-
Changes in net assets,-,-,-,-,-,10432721.0,7948874.0,18381594.0,-33580.0,3215729.0
Net assets--beginning {as restated),-,-,-,-,-,226315607.0,161548377.0,387863984.0,457733.0,6951591.0
Net assets--ending,-,-,-,-,-,236748328.0,169497251.0,406245578.0,424153.0,10167320.0
I,-,-,-,-,-,-,-,-,-,-
Ol,-,-,-,-,-,-,-,-,-,-
The notes to the financial statements are an integral part of this statement,-,-,-,-,-,-,-,-,-,-
